dataset,X_correlation_max,X_correlation_mean,X_correlation_min,X_covariance_max,X_covariance_mean,X_covariance_min,X_kurtosis_max,X_kurtosis_mean,X_kurtosis_min,X_skewness_max,X_skewness_mean,X_skewness_min,X_stand_dev_max,X_stand_dev_mean,X_stand_dev_min,X_var_coef_max,X_var_coef_mean,X_var_coef_min,X_num_attrs_none,X_num_obs_none,X_ratio_obs_attrs_none,y_norm_class_entropy_none,y_num_classes_none
dataset_colon_alon,1.0,0.4275818003266176,-0.3941731383676702,15124165.895141812,26634.840558523352,-1729434.0957961406,47.39341897177768,3.0742494773701017,-1.126228001504924,6.749519622896925,1.4790974254698412,0.12436019900079921,4058.8749428358205,266.11638404550746,16.039575355559666,2.5562059504896797,0.6871076256953338,0.35263615064761356,2000,62,0.031,0.650390640876698,2
dataset_colon_lin_1,0.9949464352891709,0.02781559444321768,-0.9459245003713989,3.6667892403105653,0.01572695113221631,-3.468942943903878,31.37102090084926,0.9245172415069498,-1.7487205047393297,5.247383843999022,0.1361908660243412,-5.119092867045422,2.386377480572937,0.7800029847752216,0.5591273553458568,0.39121190767226444,0.09687051255674085,0.04381436617409244,2000,55,0.0275,0.6916588387203568,2
dataset_colon_watanabe,0.9998196423589845,0.8024695633778938,-0.1353362001695127,552286257.4189662,11635728.895413242,-2471068.022663512,78.5251739048378,8.426683863779035,1.7701258997694378,8.96023835764618,2.8042011378650185,1.5358831030470588,23612.68374437543,3718.7345379495864,1285.5385857800068,7.537186675077931,1.3603095142378057,0.9636444827415638,2000,84,0.042,0.6700089798274271,2
dataset_glioma_freije,0.9991779301847422,0.015684641197734755,-0.7658650730573792,4418970561.278178,1203304.8043497175,-1328641044.6288888,79.64997011294783,4.183824047890206,-1.3000789414263731,9.026038731660464,1.4400182206661574,-0.7166143028421287,70461.17401209132,7771.199011412656,3257.2064691055502,7.222585026732849,0.6011952840753215,0.14715083385677893,2000,85,0.0425,0.6157663249727168,2
dataset_glioma_nutt,0.9971400616158217,0.29759642386275353,-0.891161647857632,2504177.8484703745,8877.620226679961,-294639.9837172768,44.68708747446464,3.9536745623480627,-1.264367443446836,6.819842100931429,1.5074604966492007,-3.4609655217789412,1921.6487872264918,166.92532751383519,61.50980125905693,6393.646374362228,3.8848736022292156,-105.55889922253854,2000,50,0.025,0.6859298002523728,2
dataset_glioma_phillips,0.9935887856557604,0.026852548219647273,-0.6907330413552432,436710571.9047679,247488.38610812346,-66590862.95989499,94.99799972351606,6.624304084968441,-0.9476453025069747,9.848440157660155,1.816372168318393,-0.5526062712537528,26620.075208524006,2157.5170287123306,853.3238631215743,9.063404353622206,0.6712180435446643,0.17641744087044509,2000,100,0.05,0.5510799280869728,2
dataset_glioma_rickman,0.99224132448877,0.0013534618217844808,-0.8892804709062845,51343403.41346156,9.222432752914806,-80574113.7102564,34.09831014232486,3.738083832107451,-1.6143022297362117,5.96921413472552,1.3905451149684076,-2.2209416967639535,14208.746221596879,635.5682617587136,162.47033457029815,68.10255368888794,0.5968364541784307,-102.26887527005881,2000,40,0.02,0.6918966592050799,2
dataset_head_neck_chung,0.9933443335866465,0.09176413207489847,-0.8403718397668468,5.635725061218148,0.1292952152104759,-2.2771092102505897,34.6858496834163,5.804439549136903,-1.3119240624146156,4.972746063973306,-0.025813721019954116,-5.775036540618992,2.4643971641410154,1.2045826919088887,1.0034370401182278,1845.5698066943453,-3.4845444400574506,-2973.870932341397,2000,47,0.0235,0.641317327350994,2
dataset_headneck_pyeon_3,0.9989778515333527,0.045329510505843364,-0.8304884447812467,8.472997324574804,0.077383035533453,-6.13112330178688,27.03054094115777,0.2697299010155888,-1.8013822724153608,5.326489708706661,0.308123860024403,-3.680812966021924,3.025924316191423,1.3594667670199982,1.086688748364768,0.3964069182157194,0.17022683600826405,0.08707886500269796,2000,62,0.031,1.078963820279368,3
dataset_leukemia_andersson,0.9964601578690698,0.042698671320493424,-0.9182992772408501,13.396452978599248,0.10715744418939718,-11.780835454072363,14.898383585010365,0.5085189971599755,-1.7382316031955667,3.44543437947357,0.23028220501109997,-2.457788138667137,4.198607338032835,1.5986500407150457,1.23049922628482,258634.47767970894,127.17575675986487,-2294.4924215905357,2000,121,0.0605,0.7707721878273088,3
dataset_leukemia_armstrong,0.9942798110555258,0.08487938830918913,-0.9165243446575913,117107087.06661974,564363.0126507563,-74521312.16956575,64.78398728632915,3.472935742685537,-1.6446016262061791,8.114437488885851,1.271605267994403,-1.7512333345497781,14024.610430933068,3187.8780432117323,1491.1544728738975,64.38400542290152,0.7375966949282409,-212.01291239652,2000,72,0.036,1.0893096789558299,3
dataset_leukemia_bullinger,0.9987102426288516,0.07566314905727237,-0.8920108838325583,16.720273418094518,0.16984592108942312,-7.403938776065129,34.423444968381105,1.4520213045257209,-1.6859042510248488,4.549098977591326,-0.20278675509939287,-5.738982524111945,4.5520522823232605,1.496440289527554,1.19951688979705,683.4546925323482,0.7725416507523352,-306.6732896273368,2000,47,0.0235,0.6911086741443572,2
dataset_leukemia_golub,0.9927741161639678,0.07634477948431273,-0.995410036328031,140357582.86111113,57718.374301287266,-33574871.28227699,66.97147201558322,5.556974870425174,-1.0765501002310969,8.3035724122023,1.3779660742817819,-8.191483838485691,15893.556424582908,1087.6241031585218,326.01465993085014,874.398531558476,0.6248570564726844,-1035.6555216318593,2000,72,0.036,0.6457101064871973,2
dataset_leukemia_gutierrez,0.9984161639413807,0.09780769426766991,-0.9341520810734211,11.620105222077921,0.10563464854440327,-5.602288384740259,23.289227149312673,0.04921520886364741,-1.8030186835464987,4.936503771402539,0.31212217461800573,-2.1269543438312914,3.4737576218821626,1.1748375119364889,0.8499713417628748,0.44948199882372614,0.1753892320002728,0.07466657013752089,2000,56,0.028,1.3565174958009014,4
dataset_leukemia_haslinger,0.9957209685754426,0.005888104127060729,-0.7970968320909235,15858147771.115,8174343.00502983,-1398857934.591206,89.9875272126443,3.8927989836842234,-1.5526287327238546,9.474414891332648,1.1518631059566433,-0.8807857613861381,140000.7279668406,7238.130496188279,1777.5623298314993,4.750360467550538,0.4785559078380185,0.12817672985893466,2000,100,0.05,0.6929471672244782,2
dataset_leukemia_yagi,0.9955368186521012,0.007183182549853663,-0.8002134003658774,59215217.98327169,7109.81027017538,-5288412.65468891,47.418279890088705,3.3598918946203704,-1.5449632274378233,7.007631245449723,1.290588831715381,-0.9291568578550482,8684.104168881378,368.1109221400493,100.63154378834186,4.004773883238073,0.5995862658472113,0.14611709825971042,2000,53,0.0265,0.6915443304085231,2
dataset_leukemia_yeoh,0.9942935783094281,0.00688313216251749,-0.9814308976142275,84204777711.47252,4628643.799103182,-17726072063.77548,241.64520444975156,8.966048479009292,-1.0617670687744796,15.587142034124703,1.4626619104677452,-14.956542370090649,453715.83066487656,10287.357614557348,2717.8709037580165,204.06394902112018,0.7075904409564562,-189.90844466052476,2000,248,0.124,1.6319388408243904,6
dataset_liver_chen,0.9910978658688727,0.039637935575321644,-0.7968079842693739,7.020457596810781,0.05516476317023059,-5.796940650019489,15.026871433419611,0.5200015985391322,-1.607229542246591,2.916850571177701,-0.054297937021283084,-2.5835086355871963,3.322527973133134,1.0717896507965934,0.8035602838476372,2.424172934399466e+16,11415019122278.713,-3.770222103185014e+16,2000,156,0.078,0.6918316792189132,2
dataset_liver_iizuka,0.9879229709912954,0.0033589494326503318,-0.8815927051011804,78794288.365,14089.433788901139,-13018740.190107344,54.94457668757427,4.649775535673501,-0.9674516271722009,7.543672084661881,1.2612033748406843,-5.253191104046445,9560.446875919983,512.6632791874835,104.72169912850718,429.2283298481164,0.7424281555138714,-442.55495353122524,2000,60,0.03,0.6365141682948128,2
dataset_liver_ye,0.9932704245494595,0.04847594205246404,-0.805018788938491,0.5904159378508419,0.0033100050856115716,-0.2682205534616411,69.32410774288762,2.2179201478602284,-1.3280886780250194,7.161699706483126,-0.047668969824338575,-8.082414219253593,0.8240268554404253,0.24065464763915081,0.17062390747395875,455.21167665981204,-1.7057450854408491,-2732.797407164305,2000,87,0.0435,1.0832502750698936,3
dataset_lung_beer,0.9975119430550841,0.003109859860913132,-0.9233470412269026,149477392.19593298,926.3962928982193,-51565334.927875526,80.93756061263024,9.482916637826113,-1.1589334278225427,9.104913257641984,1.9589135816578997,-8.784944052921453,22676.047145233075,903.8242532269678,210.94422026109058,5029.190489795816,3.2527462533841334,-56.94959253610733,2000,86,0.043,1.0724791538705554,3
dataset_lung_bhattacharjee_2,0.9979040857868108,0.014026662007635228,-0.7302698091881129,5125928.602490049,392.8053102238332,-1662588.2376309258,179.4883760736835,12.71682208588576,-1.3397705633955133,13.290724742998066,2.3002961986648445,-1.6862131977500283,2552.619524619513,238.92182951065595,81.05395273803174,243.86687200744183,1.0681837011654833,-18.298828774736638,2000,197,0.0985,0.9283503266192397,4
dataset_lung_bild,0.9997654116100374,0.038993158773704746,-0.7171761288083448,1439251995.1137056,1599650.1326233463,-326887908.14312786,105.97538955606146,10.211700667538542,-0.9327371540097018,10.390290536459082,2.272724367611503,-0.14834315497463355,40456.91113958986,6002.981230340256,2166.1407994594256,9.477986319942069,0.9802062440822821,0.20493214990135122,2000,111,0.0555,0.6921323091505793,2
dataset_lung_gordon,0.9963053420270164,0.0076573127203255365,-0.8662952510148731,53251843.94141834,8656.23341663122,-10306212.701924792,168.14850752037177,11.4954321748488,-0.5995378211445672,12.902975753264752,2.179285114741158,-3.53621559366366,8580.986495296147,412.4384758330115,116.93619501297685,33.344782392333265,-1.0495055976859116,-3583.5584829104623,2000,181,0.0905,0.45789538787644507,2
dataset_lung_larsen,0.9155349768237909,0.010097773741743376,-0.5494777498620138,2.950904656124868,0.03101959525262141,-2.5581475693148583,12.40286000552177,2.538225768462198,-1.4003749309440685,3.410002673762663,1.4506768645886512,-0.27152061941919775,2.528830001589133,1.6766957904529318,1.0336249449481902,7787.575923912578,6.065138504494311,-1668.777239109651,2000,51,0.0255,0.6602983877487646,2
dataset_lung_raponi_2,0.9994203635839257,0.01074771109503131,-0.6249518745074746,335595659.82935673,179223.25486152523,-36766115.89927966,124.74017769625122,7.8368985324199265,-1.2180987929228706,11.251835428848517,1.8562204287504283,-0.35090998644324856,20359.44055328418,2282.943907072262,852.381933638018,8.005778789225927,0.6936117288268335,0.15267869055583458,2000,130,0.065,0.6912524925187911,2
dataset_lung_tomida,0.9989516671508859,0.06995604257869027,-0.8210317040501668,3715.9996590799988,0.03643408655093235,-1918.1395064628582,44.321515309152836,5.972135468768692,-1.242260373646503,6.779933979900213,1.7474241535818973,-3.7643805101618506,139.56447172234175,2.9030979939849386,0.2806042379711093,3.5991277957239514,0.5981306351443063,0.08463554715160304,2000,50,0.025,0.6410354778811556,2
dataset_lymphoma_alizadeh,0.9958458471659474,0.015089401306564429,-0.8455990392248088,6.896961973595373,0.011680740442280799,-2.7054544865864942,26.30887578541658,0.5583978443669493,-1.5685591382947641,4.712521180947872,0.017513340295354358,-4.488410865534207,2.7003807591186684,0.7947969574522049,0.534304167652441,1569.3019140958045,-3.8040135257447703,-3580.2382116518306,2000,47,0.0235,0.6929208167159919,2
dataset_lymphoma_dave_2,0.9858469565971045,0.01938712175877904,-0.7395938914381383,5.91932783692644,0.027624251708521556,-3.4119761234844628,35.13963630745124,1.2739379515521865,-1.5183348943838932,4.342154247207823,-0.3527251549825222,-4.9316420302222905,3.716802236098469,1.1181423434810613,0.612289322793106,1.7240328692036244,0.19013289873955683,0.052042464613132625,2000,227,0.1135,1.2227844028711898,4
dataset_lymphoma_rosenwald,0.9944552970674789,0.20858741856999946,-0.4822284784230548,6.6256221502092005,0.637070096645522,-2.9686357513772665,28.4274937334975,6.995939012194406,-1.180079227166518,3.217923663924969,-0.9980787657556247,-4.7073217594370895,3.219134555890342,1.772852098972274,1.4175358225406025,972.6615058956137,-2.9481261950868327,-6700.860444428623,2000,240,0.12,1.0459080594593224,3
dataset_lymphoma_shipp,0.9992959151134889,0.14844051981021075,-0.9935905635596785,95507830.8313397,238482.78357479957,-72935989.99282296,71.22782945111096,9.351567735436044,-1.2406193657292381,8.533323605922247,1.2710353350713552,-8.488925115225591,13196.888061115304,1424.3086119674965,465.4623312559049,427.36709388513447,-2.666675253501938,-6987.529274541402,2000,77,0.0385,0.5587400294399866,2
dataset_mixed_chowdary,0.9991279608657863,0.7676797354069419,-0.33464544507581784,9391619.464108244,288610.9306909259,-377337.42510688945,96.78884482050964,21.257351477484946,-0.9890733350661849,9.888529992837395,4.351923250170738,0.5042158246447896,3185.9700965583647,599.9213341037077,240.802798206665,8.000088654672094,1.478832263908098,0.7213761904376392,2000,104,0.052,0.6745403622115924,2
dataset_mixed_monti,0.9985370452020633,0.004454325683946365,-0.7979259478906496,82238168.39897391,4470.710981631479,-23870935.266696192,31.444679855483955,3.866316330010778,-1.1097206059913884,5.29427213706631,1.5419341363410959,-1.0217561095909766,9284.99542327274,545.4415854321786,23.210869960295014,612.6611451947796,1.687326567494313,-127.93232380597739,1000,103,0.103,1.3838638112549444,4
dataset_mixed_ramaswamy,0.9975815879966128,0.10954413372155473,-0.9863072925788648,204072657.92581463,219005.29154218818,-120457131.19022645,70.87632283038484,10.316146231737982,-1.0620249185281256,8.532638850819788,1.9281399787600757,-8.47728068256268,23055.47158289226,1538.9132451386927,724.1431004871587,60.65491240174296,0.45180421159257955,-613.4589617094167,2000,76,0.038,0.4361623253853443,2
dataset_myeloma_tian,0.9924843981930638,0.005796551552232438,-0.573089689386348,697724270.5380687,1030486.2509862114,-271500766.756437,166.20948342786497,6.923924611726793,-1.0308424211384015,12.935537473504988,1.645816542753013,-0.3788612471574669,28186.343079261933,4389.2647108126985,1337.3058685654564,8.495952772275176,0.6654931666132496,0.14088946005555641,2000,173,0.0865,0.5114183654638306,2
dataset_ovarian_jazaeri,0.995466098001665,0.02291023650621783,-0.8382748020792631,0.25849909963828555,0.000780978866121284,-0.06152835363287512,46.6649987832951,0.5929540938168784,-1.2862172529094167,6.6626675185741036,0.3775014269386645,-2.1088642523910357,0.5236120649693083,0.159778890333567,0.1110567653662093,3620.944233055341,1.7769970689324137,-1733.9395319249631,2000,61,0.0305,1.0719278546637319,3
dataset_ovarian_li_and_campbell,0.9963383591388771,0.013656534288840465,-0.8196787353651218,10874.341270440247,0.0005586358960032857,-2117.8044288609367,49.01146472207661,5.437297266648595,-1.4678066382483907,7.141959325088837,1.414583664192703,-1.622810208868587,518.8229211527639,1.8403872583701624,0.08668218696702595,7.081760944316747,0.5405037258058948,0.08704357535051047,1536,54,0.03515625,0.6869615765973234,2
dataset_ovarian_schwartz,0.9989311430506268,0.0006628664860514184,-0.6168468784553152,494114938.37025917,-2433.267211331843,-67867193.80586283,107.76591659775194,9.979607139568248,-1.0370568696704932,10.470999979961793,2.1479995500994566,-0.7387289623224087,24780.693539730695,2077.18270786691,542.9528804934704,70.0178230846504,0.9781337255449021,-29.67438700897547,2000,113,0.0565,1.3181256469772837,5
dataset_pancreas_ishikawa,0.9987475421234305,0.13397985635892926,-0.688223998033719,196990614.93103307,13713.472908471756,-7422571.744153915,44.020257206845876,9.496311749880505,-1.0204381990702855,6.783800599421053,2.5132031073909604,-0.24444939569332727,14655.752832003569,308.58545168539604,116.48093111288716,6.752662502152458,1.1034345711893538,0.3235267270426411,2000,49,0.0245,0.6912717888263618,2
dataset_prostate_singh,0.994905357769895,0.0013679498918934053,-0.989839617842864,6566296.043453697,29.947983224678744,-1678515.0541545332,96.8095152692888,3.634956885980385,-1.2602575511192788,9.935152438828297,0.6443738478122847,-4.974334703494895,2833.9217441851847,111.37145056723722,45.29252298473397,164.38079114035858,0.13771644718398096,-684.1905756490269,2000,102,0.051,0.6929549344838639,2
dataset_prostate_tomlins,0.9653363229713122,0.07508101800688773,-0.8648464217455941,0.6288839984888273,0.01206929391501527,-0.2983947162707354,43.45396364004105,1.5085258261391783,-0.9846152195998399,4.979807750068567,0.05209822477644219,-5.800742210165317,0.8852125077544158,0.40193849216103406,0.33013948075337596,3951.0311561762483,-5.268946084587186,-8081.1630245528495,2000,83,0.0415,1.3322234071965737,4
dataset_sarcoma_detwiller,0.9999991063032141,0.02088544241966398,-0.7050644668703043,890913044.4470232,1284616.7005535096,-121398275.05386798,49.018686539502475,14.183488592675817,-0.97482652602252,7.142729910664243,3.052188915040125,-0.7311040966311174,34400.46177316446,4300.021644997145,1401.5671701088907,7.272574122091325,1.709998960731878,0.23570798159554043,2000,54,0.027,0.5908422462755826,2
dataset_srbct_khan,0.9724967842006872,0.00934682425981255,-0.6813425020414438,20.251886148239283,-7.662502668291066e-05,-3.226350393646813,80.44717039494091,5.599800962250911,-1.1251155967909696,9.01090272164585,1.7591842417800898,-0.11829336843849948,5.698943862695679,0.6662193113289799,0.20206915049821955,3.3677808893119674,0.7254922942910608,0.30684992005441847,2000,88,0.044,1.3221227651632654,4
DATALAKE_2026,0.9975402195345001,0.8646109039103711,-0.19663646576735894,17.639048768498995,6.41965081378997,-2.0388172017906667,5.797771453857422,1.175445318222046,-0.49898195266723633,2.101461887359619,1.1034168004989624,0.4706157147884369,4.42804479598999,2.710529327392578,1.606943130493164,1.2465953826904297,1.0099165439605713,0.7368236780166626,1000,9309,9.309,0.6066471609982358,2
